,Id,SalePrice
0,2658,159555.3151082267
1,2718,154699.32551570362
2,2414,213765.22817166217
3,1989,110356.43048178365
4,625,177622.3517177502
5,333,89059.7455236659
6,1327,111410.10483153725
7,858,150783.94505546743
8,95,171094.1991122887
9,1568,160505.39210846194
10,2482,131717.68104232426
11,1364,124084.57503114408
12,2584,143124.79441997083
13,818,262406.04006433405
14,2673,154677.01154229773
15,2089,129746.86506983417
16,1297,167982.93160385962
17,790,120157.55971484416
18,2616,183278.88492941594
19,720,167084.87392237093
20,222,154718.97690301816
21,557,130844.43421346259
22,1148,169174.84510786645
23,2766,129359.28831064606
24,534,179378.99887111262
25,1452,119172.52641135664
26,630,111574.97529494906
27,2648,123925.90424825015
28,125,156258.71480085727
29,1904,51919.05987555969
30,1670,102993.56548036681
31,756,95890.29308734018
32,717,222256.5554292377
33,1032,145233.79222188465
34,852,207005.7782376498
35,1731,183792.52199420208
36,2639,119596.98804967494
37,2071,130322.50551938149
38,1267,109642.43510986569
39,1851,194265.90305883397
40,567,160402.6151634934
41,2439,201741.84373855204
42,1898,149850.77382668224
43,647,157126.6196562148
44,2256,192570.20728853013
45,979,97515.99676242727
46,1444,213479.07801172248
47,2485,133480.09534453775
48,157,134095.8568905166
49,88,125439.83614485966
50,2003,116306.82296209884
51,186,201464.51948814277
52,1425,235343.75750547112
53,2695,136429.38077676302
54,738,100427.72662300759
55,395,148110.11656350532
56,1353,175061.2366395702
57,1878,128396.2315950949
58,390,147325.57780480877
59,1456,229835.3767177501
60,1103,322499.78792943084
61,1387,149672.33438445188
62,2070,127831.91535822111
63,1199,160436.45630358212
64,2479,173335.17680047278
65,501,316747.04567060585
66,2362,77754.2398869363
67,1718,209921.18270222362
68,2188,82066.555590019
69,1483,137607.32336199871
70,2557,95689.7561106903
71,437,360554.1148849972
72,2224,216688.80086278004
73,1628,157739.85068980596
74,397,135186.70982913117
75,587,193655.78830125424
76,971,149338.148892346
77,2611,127882.02744440256
78,1887,117686.1881765191
79,2399,395820.8178728187
80,2148,187316.03154884142
81,304,126175.5164522648
82,1997,111028.31111634531
83,2817,89653.34266278308
84,1431,198929.6498072427
85,427,373613.6679569933
86,263,128224.95378548041
87,598,163126.75415489372
88,2895,223505.96811046253
89,687,118649.3290461585
90,1822,133858.72004664715
91,2191,119650.88445414993
92,179,119814.76394366703
93,1009,216428.15193711902
94,2010,151256.85753544577
95,1991,123378.59208050313
96,1411,201913.51936563433
97,1721,229165.2622349713
98,1144,192278.50553088085
99,593,203875.24570200898
100,575,339993.9238931864
101,1249,169755.0638988509
102,1604,121642.28958780473
103,1064,508829.34363123396
104,1923,148977.1601017783
105,1988,108687.20543101427
106,2325,162654.65556063768
107,114,200213.80257935473
108,2700,177652.55160729718
109,217,142342.70475778976
110,343,171604.62380779028
111,386,209855.95475369744
112,2005,119943.60069183877
113,2908,145620.59509899214
114,1814,216989.76497995423
115,2446,488190.95198134205
116,208,115224.65276143499
117,1679,111360.4187672714
118,822,345847.477662141
119,6,190932.40857072687
120,1781,410118.4352207717
121,2397,324245.0043045874
122,2340,319078.54476949945
123,1618,172225.60670870074
124,2843,149161.46882963975
125,1061,377026.2475583346
126,2786,127029.40590575291
127,1935,140616.65294694304
128,1341,118884.27607156307
129,521,255250.14106523315
130,2136,127073.04168226648
131,996,214913.85379065972
132,227,148733.2937122072
133,135,181452.54482057525
134,1167,169823.7116927098
135,294,237563.87985591244
136,1776,201350.4927230786
137,540,156681.74102598484
138,1717,221838.15801182843
139,2303,126077.23567052418
140,116,175625.7141530816
141,127,131939.22528114452
142,1371,141010.7335725699
143,1014,156070.08003880383
144,1507,123514.73273989696
145,702,121815.52540098879
146,750,161067.03054672037
147,261,154050.8808051119
148,1559,54206.006645417045
149,577,225066.36499867772
150,2812,196766.74467063195
151,2080,166562.31181733077
152,1368,108370.68710327438
153,2376,104977.54438855792
154,659,97743.786019856
155,1235,141615.04394104664
156,332,73562.81131775596
157,1917,123002.32835629024
158,2094,256158.96361973084
159,1460,259912.66104010283
160,1471,220422.97271379456
161,1509,125281.77135080841
162,1922,129248.29313253722
163,433,512371.50050792797
164,460,276824.88866275555
165,1116,231250.95228886706
166,1137,160095.33426368033
167,53,162781.5888960803
168,2354,273610.08527879685
169,1475,194908.71087065712
170,1761,524142.3408687743
171,842,141633.3787303432
172,2739,181973.4192802633
173,2509,136894.31888802152
174,1007,196851.86918503203
175,2610,184944.02514000933
176,1952,89934.53809998953
177,2719,152592.52643707237
178,2921,83512.88361874288
179,1966,150518.93965413613
180,292,105692.70407884293
181,1204,191552.65598610474
182,1829,274140.03564911266
183,2419,194121.13487355856
184,391,135373.30391139374
185,798,101679.26178733402
186,481,194569.4218628491
187,193,198080.08833043597
188,555,110373.22910939936
189,899,51049.4317307021
190,2357,177200.7266150516
191,328,132564.46254054108
192,1356,114217.73435561765
193,1154,93279.06150288839
194,1730,182425.67280717238
195,2249,163229.03015195124
196,1119,276359.4277098468
197,2856,137194.92547233793
198,1394,137244.31687385
199,2587,108137.31594891995
200,61,323343.4520158987
201,2661,162728.99031598
202,2711,132616.1465197309
203,1147,168326.38581381604
204,757,113445.97066022267
205,2623,119312.19871681543
206,2378,138737.06161437323
207,1413,129186.67600787774
208,1722,207177.28948025338
209,1112,219030.5622314456
210,1623,200771.57053911698
211,1201,176826.29261346426
212,1513,118929.98039370016
213,957,396670.94602321484
214,1171,245238.93331383955
215,1145,184808.01995004155
216,2726,214898.5959862413
217,703,143495.102422696
218,760,88694.67415209838
219,1964,146114.82907945797
220,2512,164975.36279716255
221,159,128450.21172726506
222,1281,164496.23297789175
223,468,181370.34770720307
224,290,114501.13342482812
225,665,91432.11009029672
226,1463,247232.3901170122
227,1792,214396.27653061206
228,923,172504.69275684416
229,500,289503.7462846002
230,1408,198480.79524873584
231,331,77772.21018001581
232,170,127063.11172488751
233,2192,95529.27931545647
234,2571,291962.30586933607
235,2314,168009.58938467866
236,2647,95352.43450331499
237,422,451735.3201855637
238,2457,368846.25427305186
239,1838,191865.69180683236
240,2805,247328.32927545294
241,1645,143784.89009918913
242,1711,306772.7311537088
243,2825,258108.0072635261
244,322,333977.82919035025
245,2103,256588.21653920645
246,342,118784.23100809983
247,600,98799.15863965693
248,488,178996.95142549262
249,1725,323331.8809657906
250,2246,296410.7703631212
251,2847,144329.21784538688
252,806,234752.28930030932
253,530,227642.11178863925
254,963,188694.51225864756
255,2678,93831.56505312117
256,171,77867.8908255581
257,2401,453017.7981211888
258,805,218020.6798461197
259,2259,259807.5055520677
260,1748,174274.00757875372
261,1361,137973.8057373163
262,1677,110066.43637025545
263,1406,163785.6430752701
264,2322,257733.770851803
265,688,151863.7155588657
266,143,143778.61948960528
267,804,197325.75730723396
268,1214,205900.82925099463
269,2828,137379.54651246924
270,1999,163250.26366861322
271,2467,209121.56631996267
272,2665,157582.1029950038
273,1538,340906.6903368562
274,398,111721.8224200516
275,2822,150713.46129752658
276,2157,121047.98732096075
277,1856,199523.9133212969
278,1269,111408.76541811565
279,2570,111684.07971284242
280,2320,227770.366468405
281,1517,148431.5563874965
282,2304,118953.52878034586
283,1312,88586.19818307325
284,2012,131828.59169913182
285,506,248264.50722457617
286,2865,222462.5269414527
287,2367,98734.04904169364
288,554,92131.60166811486
289,238,147845.01413936866
290,1954,97064.13707230744
291,2488,140166.3087596886
292,2291,68744.43833347918
293,1969,124036.95345806138
294,2725,180967.55202685826
295,1482,125239.84266078591
296,2763,203708.7636088797
297,503,265025.45002106216
298,1584,243434.00375323853
299,1531,136845.61951969683
300,2210,190364.38082876985
301,459,340513.2576114559
302,556,125393.30619543596
303,1347,121616.30450292799
304,1290,64476.52140751004
305,1388,95593.98332764297
306,1571,318280.3685421044
307,2754,200816.4912167985
308,765,133245.18723761188
309,2494,131669.6676569676
310,2870,256816.74739971204
311,7,238645.84431766378
312,1114,242975.73859364644
313,2418,263822.80093690014
314,291,164333.1067863583
315,18,385235.2523588319
316,39,406748.0880848778
317,1001,295409.1128509968
318,2442,227009.20932429587
319,616,95326.2384665054
320,2680,100089.15027064255
321,1414,120875.05941595518
322,289,150552.4926899773
323,40,270530.45044845267
324,860,122088.33532589418
325,409,134612.5048096347
326,673,170428.13718933883
327,2427,184739.2643628682
328,2036,210340.54982324864
329,2564,144114.590787419
330,642,164755.8655502229
331,1008,176654.34394825032
332,1908,150938.57732221478
333,2519,213342.62435397768
334,1369,98787.01237724378
335,2855,170501.96251677448
336,712,99756.14981492533
337,1943,112702.02933734113
338,1958,116721.80432251762
339,107,166619.2517095569
340,2295,184318.87122018627
341,704,105477.06919442335
342,676,121330.39324961274
343,259,183933.71681403616
344,93,277013.5783814463
345,106,235782.99722478233
346,2315,180837.12581678326
347,1050,81386.08730722165
348,1095,201772.898779114
349,2709,150212.3162759711
350,758,99961.02305343408
351,1496,153284.9122930687
352,2370,126894.34653614502
353,2458,284461.0987981033
354,2733,135696.9867898223
355,161,261067.0987432179
356,726,146163.69046434498
357,845,204710.65826096927
358,947,237486.17903029383
359,2232,114363.59192802398
360,2563,140737.24825620832
361,2299,102846.11551663619
362,211,73671.94035635306
363,605,141057.16030370817
364,1478,200338.4205301855
365,2247,275235.1006763132
366,2274,239411.74912588426
367,2869,225645.4442860383
368,967,212784.1969352131
369,2656,125832.68311910224
370,667,204366.16343773378
371,1042,111875.68117918074
372,2023,166657.3593297935
373,2447,394393.1775572933
374,2055,130296.80499967554
375,2275,293643.59132979484
376,2204,176864.1872051113
377,1563,282153.62456762814
378,483,205093.74043884248
379,796,114179.32929708347
380,1526,165749.78114958527
381,2042,126168.94053381647
382,442,362196.56118915766
383,1693,342185.0218326738
384,1468,213859.78971312178
385,1430,190548.39844597955
386,2605,136923.45844221849
387,1529,189020.19364667134
388,335,147042.5337340765
389,1287,119868.26603906546
390,31,91785.55793372082
391,1785,350599.7505923472
392,82,163885.80854625977
393,2620,127197.4833666695
394,252,176918.5888166791
395,721,34951.5643083906
396,2165,184485.4075044619
397,2316,197368.91101237162
398,775,140647.97379926237
399,1558,107272.79943170674
400,17,226834.13767326943
401,1022,200047.9866772767
402,925,134834.42758138827
403,438,290605.25347913825
404,1270,128583.65160621173
405,1272,120889.45365431905
406,215,126346.57667648546
407,266,228192.44777218386
408,2402,294470.18160553987
409,1250,122300.99362856636
410,1984,106908.9689410301
411,1279,154828.7680823517
412,377,238080.0439488407
413,1252,135777.62587473923
414,2156,257860.55679963133
415,499,324813.5649544401
416,1374,134716.8830314734
417,2898,265096.20020372793
418,401,108849.6226366097
419,2721,130959.67354582557
420,2078,232106.96910951418
421,2589,117170.59494808699
422,1946,243069.91215741998
423,1334,118385.28871565184
424,2781,208969.16804260437
425,431,410815.4295612776
426,576,202329.735459336
427,1474,210863.98609903167
428,2254,147929.16708612247
429,2155,265352.8556826083
430,885,113846.6676758976
431,643,146831.0133086699
432,1944,112812.19732171908
433,480,187524.54289812257
434,2845,73690.98012290394
435,2387,323419.633955932
436,2407,210648.20304924733
437,2527,169198.197578935
438,2514,134054.74385847346
439,629,154481.29022162012
440,80,182270.10793228407
441,1876,139369.63614835247
442,1546,126799.614968585
443,2518,178205.30990239838
444,2347,139836.28111800845
445,783,230170.5107932956
446,1322,39532.545235293976
447,194,70434.7514300319
448,1770,302983.1120132506
449,2143,147696.0857855982
450,1229,236774.59262727428
451,511,271311.93721982755
452,46,228349.3657687764
453,1348,147172.94304420782
454,2465,209240.03712884968
455,387,234526.19287318285
456,873,219436.78142250722
457,1918,110797.68810986896
458,2764,228137.640778872
459,2184,135343.60294071765
460,934,139315.14218053507
461,1920,132996.17646976467
462,2631,152582.75788223607
463,1768,597060.1769145846
464,2040,122796.8466256762
465,1749,208541.19729944193
466,834,232216.87642202724
467,1457,229755.59377099646
468,79,89025.91552364142
469,2302,130101.88905261224
470,1817,139639.59942690522
471,2755,235001.29616838438
472,359,173074.23242179392
473,2059,97188.2925524684
474,2092,232102.8744624563
475,2516,226197.25983594684
476,150,113982.39128351027
477,1656,135402.12650648167
478,83,106478.7702578137
479,2411,178270.0436085072
480,795,90490.05403216234
481,2312,218425.33123979176
482,2917,107405.62507121309
483,1624,166528.80711532553
484,2215,303476.8734638577
485,1211,136489.4756086492
486,1485,148718.690406867
487,1024,148971.9927835264
488,570,198883.20108183922
489,2874,142172.65643214592
490,700,136432.79535785262
491,2756,215374.6570746897
492,2022,197675.9337652749
493,583,237932.40705249814
494,2392,394100.473666245
495,2424,178543.93211930786
496,212,119355.02285870159
497,736,137287.7625732778
498,1610,166669.62157308534
499,890,118755.68201539112
500,467,178914.36757100243
501,578,206922.327516951
502,1747,193447.3627246151
503,1149,131817.87208601309
504,2758,262404.2971355914
505,857,149884.6559877197
506,2219,240540.63717188724
507,733,91528.42192558083
508,2909,114372.1689391182
509,1798,247068.06969233608
510,235,130736.42749853537
511,2366,119261.83408495286
512,1027,134061.01416401484
513,1195,125934.8530960517
514,1303,36620.534047733236
515,148,201514.2160150645
516,608,160590.19042559288
517,2515,210478.47291239342
518,821,289040.50125084387
519,2500,266080.09912143985
520,745,115356.5053009301
521,741,137059.6354514648
522,1611,96240.06181013044
523,2532,118482.11608325914
524,1081,234048.0937642869
525,1692,455128.2758470199
526,2520,186380.76538746126
527,276,145355.24612820492
528,1992,125303.2175659545
529,663,48399.95421833597
530,418,123425.06465866318
531,1733,199307.10177542185
532,2359,140731.6409440615
533,253,188770.56036750163
534,1518,182191.78320752195
535,2035,138405.81806144118
536,2919,74971.36586025843
537,1540,250685.7275715681
538,2120,155982.78623474075
539,1674,157174.70009380113
540,256,133969.17322297423
541,2361,104346.77492983005
542,978,68911.1535761117
543,2280,132279.7830812929
544,2095,209727.00450643856
545,1709,336574.8206220704
546,2801,247358.74974220654
547,1246,107956.22639498369
548,2373,92906.14745338741
549,1055,313912.6169325695
550,2017,131132.00679979255
551,1099,284264.8280536729
552,1344,106683.64630408166
553,835,192202.19321952222
554,1117,241726.73053059034
555,2043,64830.926176238994
556,2085,118707.3353534633
557,410,144250.74953219426
558,2650,113750.02233966817
559,2867,191013.20362939112
560,1668,104999.34847277687
561,1161,152702.98912559115
562,2122,169845.55701894846
563,2539,153613.29427684692
564,1047,139809.53824494488
565,1445,128859.51454308903
566,541,124500.02785818744
567,569,225562.61128662585
568,1276,104439.48782923091
569,918,151756.64453713948
570,326,170063.0895059079
571,1936,124867.80715367307
572,895,95608.23767402871
573,257,147317.80509576364
574,1241,178914.4860318153
575,1545,118607.94993236156
576,1189,143161.78926243054
577,270,123148.08787397847
578,2066,185098.7239845848
579,693,112494.91471888781
580,1259,135291.81012500514
581,2916,146950.1970338731
582,2321,289464.4929693545
583,1977,91972.83112900067
584,1895,135975.63868242476
585,1240,178168.69949783527
586,85,146521.72378692176
587,1823,121560.256500592
588,825,295853.6472354835
589,110,223695.94010986298
590,697,118883.36995471621
591,2297,108103.18512061337
592,1231,132523.05900140156
593,1355,146093.88205691788
594,968,351228.1192019373
595,584,224212.79288068434
596,1315,126256.82594568438
597,1606,153867.84945530805
598,206,104813.55318673205
599,1685,392276.5534987178
600,2016,140714.70590185848
601,869,200861.69202210507
602,2135,117059.598402037
603,2346,168781.64897898643
604,2430,228387.75771841963
605,2198,90294.27221112918
606,2652,126307.51820725424
607,27,101999.40280645294
608,241,158833.94367154737
609,906,129860.54190951702
610,1506,135118.8070343698
611,2098,369576.7640535315
612,1435,223923.13271612773
613,2213,180710.82005708973
614,1274,128904.93802193046
615,743,9694.502863937116
616,1737,196092.95143400738
617,2797,267392.30715579656
618,2185,52964.48077710479
619,58,167569.4455402262
620,830,206488.55614371953
621,808,113817.50780299917
622,680,142258.17307380703
623,1153,100113.8678000393
624,1291,128489.24707092211
625,1818,167114.9695093169
626,2161,193205.10569145135
627,1883,102215.90055880873
628,350,369629.58069668664
629,2473,148873.54440249808
630,295,195842.25955984858
631,293,189447.74705821575
632,859,136606.56640618868
633,288,46732.26118611102
634,1578,151848.46820786188
635,102,194449.61776497582
636,2831,116236.55512452184
637,1030,148715.8927907118
638,2551,153777.9991955559
639,1286,144109.27554259112
640,958,322998.4934977372
641,776,130629.8382120762
642,72,258536.0696495839
643,2263,248934.05162076297
644,1866,152654.36519991004
645,2876,62233.386720056005
646,2146,235583.11851251053
647,103,155953.22574973787
648,1500,121966.01330234995
649,492,181167.76402767852
650,167,152753.94752054958
651,2597,108189.12064569759
652,2685,110870.58379082746
653,1035,155942.7275905726
654,1220,89993.10272268044
655,2602,150508.61980037577
656,2159,199877.41137980312
657,695,143891.962811168
658,1109,275654.3223981347
659,640,199111.76149971646
660,1652,131588.4553546154
661,2090,212185.44046466495
662,1188,178277.2782625014
663,2345,226198.9283169151
664,1059,405909.07636943844
665,2751,237847.06322155526
666,128,216691.70193667355
667,1523,159016.31973114633
668,2925,186379.82013304887
669,2145,296992.12765831745
670,1121,218231.44290813044
671,566,234293.13783467145
672,565,261296.3391066437
673,1331,135385.2721327809
674,2928,113799.57868550709
675,156,140818.99846915214
676,797,151802.24293525735
677,327,94360.95142245483
678,2859,154893.8652615216
679,1453,118098.3267561769
680,1762,336479.77292806236
681,1868,204742.82535753996
682,1760,179610.59394499034
683,1113,214960.72292458382
